transaction_id,user_id,transaction_time,date,hour,dayofweek,amount,merchant_category,channel,device_type,location,is_new_device,is_foreign_ip,retry_count,merchant_risk,risk_score,status,is_fraud
T001309,U0332,2026-02-16 07:20:00,2026-02-16,7,0,827400,투자,신용카드,Android,해외,1,0,0,0.153,28.5,승인,0
T001310,U0304,2026-02-20 08:31:00,2026-02-20,8,4,341900,투자,체크카드,iOS,서울,0,0,0,0.272,20.8,승인,0
T001311,U0346,2026-04-25 12:29:00,2026-04-25,12,5,136200,송금,계좌이체,Web,해외,0,0,2,0.3,16.6,추가인증,0
T001312,U0356,2026-01-20 20:49:00,2026-01-20,20,1,97800,편의점,계좌이체,Web,광주,0,0,0,0.159,10.8,승인,0
T001313,U0198,2026-01-13 10:01:00,2026-01-13,10,1,270200,교통,계좌이체,Android,서울,0,0,0,0.181,16.4,승인,0
T001314,U0395,2026-04-15 03:58:00,2026-04-15,3,2,32000,온라인쇼핑,신용카드,iOS,부산,1,0,1,0.102,43.4,승인,0
T001315,U0378,2026-04-27 16:29:00,2026-04-27,16,0,565500,병원,신용카드,ATM,서울,0,0,0,0.235,13.7,승인,0
T001316,U0053,2026-01-17 11:05:00,2026-01-17,11,5,84400,편의점,해외결제,Web,대구,1,0,1,0.239,27.6,승인,0
T001317,U0399,2026-03-05 18:37:00,2026-03-05,18,3,167400,구독,체크카드,Android,해외,0,0,0,0.451,24.8,승인,0
T001318,U0098,2026-04-10 18:10:00,2026-04-10,18,4,28500,구독,신용카드,Android,대전,0,0,2,0.03,11.3,승인,0
T001319,U0026,2026-02-09 10:33:00,2026-02-09,10,0,90600,투자,간편결제,ATM,대구,1,0,0,0.121,24.2,승인,0
T001320,U0052,2026-04-18 22:03:00,2026-04-18,22,5,34900,온라인쇼핑,체크카드,Web,해외,0,1,0,0.08,36.5,승인,0
T001321,U0065,2026-03-07 19:55:00,2026-03-07,19,5,37900,교통,해외결제,ATM,경기,1,0,0,0.543,43.7,승인,0
T001322,U0101,2026-01-10 17:45:00,2026-01-10,17,5,28000,교통,해외결제,Android,대구,0,0,0,0.318,21.7,승인,0
T001323,U0007,2026-02-19 23:40:00,2026-02-19,23,3,45100,투자,체크카드,ATM,대구,1,0,0,0.233,26.0,승인,0
T001324,U0322,2026-03-28 08:35:00,2026-03-28,8,5,239100,병원,계좌이체,ATM,해외,0,0,0,0.106,4.7,보류,0
T001325,U0133,2026-04-26 13:06:00,2026-04-26,13,6,40000,카페,신용카드,Web,해외,0,1,0,0.327,39.1,승인,0
T001326,U0040,2026-04-04 16:26:00,2026-04-04,16,5,59900,온라인쇼핑,계좌이체,iOS,해외,0,0,0,0.116,11.9,추가인증,0
T001327,U0282,2026-05-08 19:56:00,2026-05-08,19,4,20600,병원,체크카드,iOS,대전,0,0,1,0.234,15.4,추가인증,0
T001328,U0374,2026-01-26 10:07:00,2026-01-26,10,0,450200,병원,체크카드,ATM,대구,0,0,0,0.078,14.3,승인,0
T001329,U0229,2026-04-10 08:12:00,2026-04-10,8,4,20200,편의점,신용카드,ATM,부산,0,0,0,0.261,15.3,승인,0
T001330,U0256,2026-05-25 10:26:00,2026-05-25,10,0,79300,카페,체크카드,Web,서울,0,0,1,0.338,13.8,승인,0
T001331,U0163,2026-01-21 17:36:00,2026-01-21,17,2,32600,병원,계좌이체,ATM,광주,0,0,1,0.231,14.8,승인,0
T001332,U0322,2026-02-12 17:02:00,2026-02-12,17,3,64700,병원,신용카드,iOS,대구,0,0,0,0.197,18.7,승인,0
T001333,U0061,2026-04-28 05:43:00,2026-04-28,5,1,95600,병원,신용카드,Web,경기,0,0,0,0.165,19.9,승인,0
T001334,U0098,2026-03-13 08:20:00,2026-03-13,8,4,83000,투자,해외결제,Web,부산,0,0,0,0.148,16.5,승인,0
T001335,U0040,2026-03-21 15:32:00,2026-03-21,15,5,826800,투자,신용카드,Web,대구,0,0,2,0.385,19.9,승인,0
T001336,U0373,2026-03-16 10:07:00,2026-03-16,10,0,158400,송금,간편결제,Web,해외,0,0,0,0.235,12.0,승인,0
T001337,U0374,2026-03-21 17:47:00,2026-03-21,17,5,269900,송금,계좌이체,Web,경기,0,0,0,0.239,18.8,승인,0
T001338,U0112,2026-01-03 17:06:00,2026-01-03,17,5,40400,카페,해외결제,iOS,경기,0,0,0,0.334,22.4,승인,0
T001339,U0143,2026-05-28 06:58:00,2026-05-28,6,3,43600,카페,체크카드,Web,해외,0,1,0,0.153,34.6,거절,0
T001340,U0010,2026-01-23 08:43:00,2026-01-23,8,4,88000,편의점,신용카드,iOS,광주,1,0,0,0.279,35.1,승인,0
T001341,U0250,2026-03-25 04:15:00,2026-03-25,4,2,129800,해외결제,계좌이체,Android,해외,0,1,0,0.315,51.5,승인,0
T001342,U0100,2026-04-21 15:25:00,2026-04-21,15,1,15900,온라인쇼핑,체크카드,Web,해외,0,0,0,0.081,7.6,추가인증,0
T001343,U0172,2026-04-15 14:20:00,2026-04-15,14,2,69300,교통,신용카드,ATM,해외,0,1,0,0.769,62.3,거절,0
T001344,U0109,2026-04-10 13:00:00,2026-04-10,13,4,212300,병원,신용카드,ATM,부산,0,0,0,0.067,5.9,승인,0
T001345,U0356,2026-01-23 10:47:00,2026-01-23,10,4,52700,구독,체크카드,iOS,대구,0,0,1,0.13,11.6,승인,0
T001346,U0073,2026-04-05 21:49:00,2026-04-05,21,6,38300,카페,간편결제,ATM,경기,0,0,0,0.266,20.2,승인,0
T001347,U0055,2026-05-06 22:28:00,2026-05-06,22,2,63200,교육,해외결제,Web,해외,0,0,2,0.069,12.0,승인,0
T001348,U0223,2026-01-16 00:20:00,2026-01-16,0,4,141100,카페,신용카드,ATM,해외,0,0,0,0.131,21.6,승인,0
T001349,U0237,2026-05-11 11:07:00,2026-05-11,11,0,280000,투자,해외결제,iOS,해외,1,1,0,0.268,53.5,승인,0
T001350,U0018,2026-01-20 14:16:00,2026-01-20,14,1,443300,해외결제,신용카드,ATM,해외,0,1,0,0.228,37.0,승인,0
T001351,U0102,2026-05-18 09:50:00,2026-05-18,9,0,102600,병원,계좌이체,Web,해외,0,1,0,0.18,35.3,승인,0
T001352,U0275,2026-02-15 18:11:00,2026-02-15,18,6,263700,송금,체크카드,Android,광주,1,0,3,0.089,40.1,승인,0
T001353,U0200,2026-05-29 11:28:00,2026-05-29,11,4,288700,해외결제,해외결제,Web,해외,0,1,0,0.308,37.2,승인,0
T001354,U0089,2026-04-14 09:36:00,2026-04-14,9,1,114900,교통,계좌이체,Android,대전,0,0,1,0.073,8.0,승인,0
T001355,U0059,2026-03-31 17:22:00,2026-03-31,17,1,106700,교육,계좌이체,ATM,대구,0,0,0,0.094,4.4,보류,0
T001356,U0033,2026-05-14 19:31:00,2026-05-14,19,3,46200,병원,신용카드,Android,서울,0,0,3,0.321,41.1,추가인증,0
T001357,U0076,2026-04-13 11:13:00,2026-04-13,11,0,138800,구독,계좌이체,Web,광주,1,0,1,0.076,25.8,승인,0
T001358,U0109,2026-03-18 15:33:00,2026-03-18,15,2,190800,해외결제,체크카드,ATM,해외,0,1,0,0.46,40.9,승인,0
T001359,U0207,2026-01-30 18:18:00,2026-01-30,18,4,103200,송금,계좌이체,Web,해외,0,1,0,0.13,30.7,승인,0
T001360,U0049,2026-01-26 11:28:00,2026-01-26,11,0,88600,병원,체크카드,Android,서울,0,0,0,0.187,10.2,추가인증,0
T001361,U0339,2026-03-03 00:58:00,2026-03-03,0,1,805800,송금,계좌이체,Web,서울,0,0,0,0.057,25.9,승인,0
T001362,U0064,2026-05-28 18:56:00,2026-05-28,18,3,41300,편의점,계좌이체,ATM,대구,0,0,0,0.431,18.6,추가인증,0
T001363,U0164,2026-01-10 19:18:00,2026-01-10,19,5,523500,송금,해외결제,Android,해외,0,1,1,0.4,45.8,보류,0
T001364,U0242,2026-03-12 13:21:00,2026-03-12,13,3,79900,교통,신용카드,iOS,해외,0,0,1,0.014,11.3,추가인증,0
T001365,U0100,2026-03-16 09:26:00,2026-03-16,9,0,70500,온라인쇼핑,해외결제,ATM,부산,0,0,0,0.168,7.8,승인,0
T001366,U0368,2026-02-05 17:09:00,2026-02-05,17,3,1187500,송금,신용카드,Web,해외,1,0,0,0.109,24.5,승인,0
T001367,U0164,2026-04-07 09:37:00,2026-04-07,9,1,159600,해외결제,간편결제,Web,해외,0,1,0,0.289,46.0,승인,0
T001368,U0295,2026-03-08 14:50:00,2026-03-08,14,6,318900,해외결제,해외결제,ATM,해외,1,1,0,0.678,72.9,승인,1
T001369,U0325,2026-03-22 13:56:00,2026-03-22,13,6,504000,투자,체크카드,Android,광주,0,0,1,0.207,19.0,승인,0
T001370,U0075,2026-01-08 10:07:00,2026-01-08,10,3,67000,교통,체크카드,iOS,경기,1,0,1,0.259,35.4,승인,0
T001371,U0174,2026-02-19 15:12:00,2026-02-19,15,3,214000,온라인쇼핑,계좌이체,Web,해외,0,0,0,0.068,10.5,승인,0
T001372,U0357,2026-02-21 00:18:00,2026-02-21,0,5,483700,송금,해외결제,Android,서울,0,0,0,0.18,20.3,승인,0
T001373,U0115,2026-03-05 12:23:00,2026-03-05,12,3,192700,교육,계좌이체,Android,부산,0,0,1,0.444,24.3,승인,0
T001374,U0248,2026-03-21 21:51:00,2026-03-21,21,5,617600,대출상환,계좌이체,ATM,서울,0,0,0,0.017,9.3,승인,0
T001375,U0071,2026-01-23 15:03:00,2026-01-23,15,4,70800,편의점,간편결제,Web,서울,1,0,0,0.209,31.0,거절,0
T001376,U0247,2026-01-31 09:56:00,2026-01-31,9,5,43400,온라인쇼핑,신용카드,ATM,서울,1,0,0,0.253,37.6,승인,0
T001377,U0313,2026-04-12 07:11:00,2026-04-12,7,6,252900,편의점,체크카드,Web,경기,0,0,0,0.253,14.2,승인,0
T001378,U0159,2026-03-07 08:13:00,2026-03-07,8,5,39400,온라인쇼핑,해외결제,Android,광주,0,0,0,0.272,13.5,승인,0
T001379,U0311,2026-03-20 17:01:00,2026-03-20,17,4,486400,해외결제,계좌이체,Web,해외,0,1,1,0.287,34.5,승인,0
T001380,U0286,2026-01-06 13:53:00,2026-01-06,13,1,63400,온라인쇼핑,신용카드,iOS,대구,1,0,0,0.1,27.9,승인,0
T001381,U0314,2026-02-02 10:07:00,2026-02-02,10,0,403700,대출상환,신용카드,iOS,대구,0,0,0,0.311,15.9,추가인증,0
T001382,U0146,2026-04-08 22:05:00,2026-04-08,22,2,24300,구독,해외결제,ATM,해외,1,0,0,0.406,32.7,추가인증,0
T001383,U0059,2026-05-16 07:34:00,2026-05-16,7,5,41400,카페,계좌이체,Web,경기,0,0,1,0.237,17.3,승인,0
T001384,U0194,2026-03-28 16:49:00,2026-03-28,16,5,201800,송금,해외결제,iOS,해외,0,0,0,0.08,10.4,추가인증,0
T001385,U0244,2026-04-26 09:44:00,2026-04-26,9,6,122000,해외결제,계좌이체,Android,해외,0,1,0,0.584,50.5,승인,0
T001386,U0359,2026-01-01 19:11:00,2026-01-01,19,3,282800,대출상환,간편결제,iOS,경기,0,0,0,0.12,8.2,승인,0
T001387,U0268,2026-04-03 18:49:00,2026-04-03,18,4,58300,온라인쇼핑,신용카드,Android,서울,0,0,0,0.24,19.5,승인,0
T001388,U0041,2026-01-30 17:24:00,2026-01-30,17,4,180300,편의점,해외결제,iOS,서울,0,0,0,0.074,5.5,추가인증,0
T001389,U0285,2026-02-08 09:38:00,2026-02-08,9,6,830700,대출상환,체크카드,Android,광주,0,0,1,0.089,5.3,승인,0
T001390,U0151,2026-03-06 08:10:00,2026-03-06,8,4,144700,병원,간편결제,Web,대전,0,0,0,0.16,15.1,승인,0
T001391,U0164,2026-01-08 03:55:00,2026-01-08,3,3,93000,구독,신용카드,ATM,광주,0,0,0,0.023,21.2,승인,0
T001392,U0213,2026-04-14 11:09:00,2026-04-14,11,1,32500,구독,해외결제,Web,서울,0,0,2,0.282,10.0,승인,0
T001393,U0328,2026-05-09 09:41:00,2026-05-09,9,5,525000,송금,간편결제,Android,대전,0,0,0,0.13,11.6,승인,0
T001394,U0327,2026-03-25 16:26:00,2026-03-25,16,2,301500,대출상환,신용카드,Web,서울,1,0,0,0.254,36.8,승인,0
T001395,U0304,2026-03-03 11:26:00,2026-03-03,11,1,173800,교통,체크카드,Web,대구,0,0,0,0.216,19.3,승인,0
T001396,U0163,2026-04-02 13:40:00,2026-04-02,13,3,330500,대출상환,신용카드,Web,대구,1,0,0,0.317,28.2,승인,0
T001397,U0200,2026-03-10 19:36:00,2026-03-10,19,1,107300,카페,간편결제,ATM,대구,1,0,0,0.26,28.8,승인,0
T001398,U0297,2026-01-21 19:57:00,2026-01-21,19,2,1291600,송금,계좌이체,Android,대구,0,0,0,0.272,18.1,승인,0
T001399,U0168,2026-01-11 13:16:00,2026-01-11,13,6,30200,구독,계좌이체,Web,대구,0,0,0,0.327,16.9,추가인증,0
T001400,U0344,2026-05-01 13:19:00,2026-05-01,13,4,109900,해외결제,간편결제,Android,해외,0,1,0,0.318,40.6,승인,0
T001401,U0059,2026-01-23 00:43:00,2026-01-23,0,4,625400,대출상환,해외결제,iOS,대전,0,0,1,0.222,32.8,승인,0
T001402,U0374,2026-04-13 10:17:00,2026-04-13,10,0,153600,병원,간편결제,Android,대전,1,0,0,0.275,34.8,승인,0
T001403,U0095,2026-03-18 22:14:00,2026-03-18,22,2,74300,카페,간편결제,iOS,부산,0,0,0,0.074,5.0,승인,0
T001404,U0363,2026-03-27 13:37:00,2026-03-27,13,4,46900,온라인쇼핑,해외결제,Android,대전,0,0,0,0.181,16.1,승인,0
T001405,U0384,2026-02-22 09:01:00,2026-02-22,9,6,62700,교통,체크카드,ATM,부산,0,0,0,0.175,7.6,승인,0
T001406,U0223,2026-05-23 09:00:00,2026-05-23,9,5,36300,편의점,신용카드,Web,경기,0,0,0,0.168,8.4,승인,0
T001407,U0182,2026-03-26 17:43:00,2026-03-26,17,3,183200,구독,체크카드,Web,경기,0,0,0,0.172,8.9,추가인증,0
T001408,U0060,2026-01-13 15:28:00,2026-01-13,15,1,47500,병원,계좌이체,iOS,대구,0,0,1,0.078,4.3,승인,0
T001409,U0113,2026-04-02 18:25:00,2026-04-02,18,3,370400,투자,체크카드,ATM,대전,0,0,0,0.088,5.5,승인,0
T001410,U0301,2026-03-21 10:21:00,2026-03-21,10,5,510300,편의점,계좌이체,ATM,대전,0,0,0,0.148,17.1,승인,0
T001411,U0073,2026-05-29 22:56:00,2026-05-29,22,4,139900,교통,계좌이체,Web,경기,0,0,0,0.287,10.8,승인,0
T001412,U0060,2026-04-12 13:06:00,2026-04-12,13,6,32800,병원,계좌이체,iOS,대구,0,0,0,0.205,19.0,승인,0
T001413,U0095,2026-01-26 08:55:00,2026-01-26,8,0,167000,해외결제,신용카드,Web,해외,0,1,2,0.693,53.1,승인,0
T001414,U0313,2026-03-31 17:35:00,2026-03-31,17,1,53800,병원,해외결제,Android,서울,1,0,0,0.023,29.5,승인,0
T001415,U0028,2026-01-20 19:26:00,2026-01-20,19,1,283300,온라인쇼핑,신용카드,Android,대전,0,0,0,0.196,11.7,승인,0
T001416,U0307,2026-04-06 01:42:00,2026-04-06,1,0,93300,투자,해외결제,ATM,서울,0,0,4,0.026,33.9,승인,0
T001417,U0233,2026-04-27 12:14:00,2026-04-27,12,0,59600,온라인쇼핑,간편결제,ATM,대구,0,0,4,0.069,21.4,승인,0
T001418,U0229,2026-04-16 22:56:00,2026-04-16,22,3,55800,교통,해외결제,Android,광주,0,0,0,0.289,14.4,승인,0
T001419,U0186,2026-03-28 16:28:00,2026-03-28,16,5,23000,편의점,간편결제,iOS,서울,0,0,1,0.219,18.2,승인,0
T001420,U0166,2026-02-24 08:35:00,2026-02-24,8,1,219700,편의점,간편결제,Web,대구,1,0,0,0.116,24.4,승인,0
T001421,U0105,2026-05-15 19:52:00,2026-05-15,19,4,315600,대출상환,해외결제,iOS,대구,0,0,2,0.133,12.9,승인,0
T001422,U0398,2026-04-22 18:46:00,2026-04-22,18,2,371700,대출상환,간편결제,Android,해외,0,1,0,0.53,53.8,승인,0
T001423,U0171,2026-05-06 16:27:00,2026-05-06,16,2,46700,온라인쇼핑,계좌이체,Android,해외,0,0,2,0.094,14.1,승인,0
T001424,U0079,2026-04-18 19:17:00,2026-04-18,19,5,365000,해외결제,체크카드,ATM,해외,0,1,1,0.448,46.3,승인,0
T001425,U0232,2026-04-12 00:22:00,2026-04-12,0,6,73300,교육,체크카드,iOS,대구,0,0,0,0.066,16.9,승인,0
T001426,U0286,2026-01-21 13:22:00,2026-01-21,13,2,894600,송금,신용카드,iOS,부산,0,0,1,0.196,17.1,승인,0
T001427,U0367,2026-02-16 18:42:00,2026-02-16,18,0,44100,교육,해외결제,Android,서울,0,0,0,0.457,25.0,승인,0
T001428,U0132,2026-04-10 07:11:00,2026-04-10,7,4,22800,병원,해외결제,Android,부산,0,0,0,0.458,18.3,승인,0
T001429,U0325,2026-03-18 18:24:00,2026-03-18,18,2,304000,대출상환,계좌이체,Android,대구,0,0,0,0.136,15.9,추가인증,0
T001430,U0336,2026-01-28 20:39:00,2026-01-28,20,2,113900,온라인쇼핑,해외결제,ATM,광주,0,0,3,0.079,31.8,승인,0
T001431,U0352,2026-03-18 16:39:00,2026-03-18,16,2,114700,편의점,해외결제,Android,해외,0,1,1,0.028,33.8,승인,0
T001432,U0111,2026-02-14 08:47:00,2026-02-14,8,5,38300,편의점,계좌이체,Web,경기,0,0,1,0.273,16.2,승인,0
T001433,U0142,2026-05-04 07:34:00,2026-05-04,7,0,461500,대출상환,체크카드,Android,대전,0,0,0,0.113,15.6,승인,0
T001434,U0215,2026-05-01 15:40:00,2026-05-01,15,4,84500,송금,해외결제,ATM,해외,0,0,0,0.107,5.0,승인,0
T001435,U0372,2026-05-30 11:29:00,2026-05-30,11,5,1358500,대출상환,계좌이체,ATM,서울,0,0,0,0.179,16.4,승인,0
T001436,U0099,2026-01-22 21:04:00,2026-01-22,21,3,55600,구독,해외결제,Android,대구,0,0,0,0.122,12.1,승인,0
T001437,U0105,2026-01-19 21:25:00,2026-01-19,21,0,558700,송금,신용카드,Web,서울,1,0,0,0.325,39.9,승인,0
T001438,U0289,2026-03-03 16:46:00,2026-03-03,16,1,910300,투자,해외결제,Web,대구,0,0,0,0.477,21.5,승인,0
T001439,U0249,2026-03-20 23:26:00,2026-03-20,23,4,38800,교통,신용카드,Web,부산,1,0,1,0.287,35.3,승인,0
T001440,U0121,2026-03-03 11:14:00,2026-03-03,11,1,343500,대출상환,간편결제,Android,대전,1,0,0,0.098,25.3,승인,0
T001441,U0210,2026-03-04 10:52:00,2026-03-04,10,2,494900,송금,신용카드,Web,해외,1,0,0,0.278,34.2,승인,0
T001442,U0337,2026-05-08 15:24:00,2026-05-08,15,4,67100,편의점,간편결제,iOS,대전,1,0,0,0.701,52.9,승인,0
T001443,U0101,2026-05-14 07:24:00,2026-05-14,7,3,236900,편의점,해외결제,Android,광주,0,0,0,0.437,24.3,승인,0
T001444,U0338,2026-03-10 10:52:00,2026-03-10,10,1,39400,병원,체크카드,Web,경기,1,0,0,0.293,30.7,추가인증,0
T001445,U0241,2026-03-02 17:08:00,2026-03-02,17,0,12800,교통,계좌이체,Android,해외,0,0,0,0.224,16.1,승인,0
T001446,U0049,2026-04-07 21:18:00,2026-04-07,21,1,370000,대출상환,신용카드,Android,대구,0,0,0,0.116,15.2,승인,0
T001447,U0295,2026-01-17 19:38:00,2026-01-17,19,5,57500,편의점,해외결제,iOS,대구,0,0,1,0.124,5.4,승인,0
T001448,U0297,2026-04-04 10:51:00,2026-04-04,10,5,61700,교통,계좌이체,Web,광주,0,0,0,0.157,9.0,승인,0
T001449,U0131,2026-01-28 16:10:00,2026-01-28,16,2,55900,해외결제,해외결제,Android,해외,0,1,0,0.326,36.5,승인,0
T001450,U0390,2026-05-25 22:54:00,2026-05-25,22,0,30400,카페,신용카드,Web,부산,0,0,0,0.222,8.1,승인,0
T001451,U0400,2026-01-31 18:19:00,2026-01-31,18,5,444300,송금,신용카드,iOS,부산,0,0,0,0.014,11.4,추가인증,0
T001452,U0293,2026-05-04 13:37:00,2026-05-04,13,0,55100,해외결제,계좌이체,Web,해외,0,1,0,0.301,36.7,승인,0
T001453,U0245,2026-01-28 09:30:00,2026-01-28,9,2,76600,교통,신용카드,iOS,서울,1,0,1,0.175,33.1,승인,0
T001454,U0335,2026-01-21 09:55:00,2026-01-21,9,2,32700,온라인쇼핑,체크카드,Android,서울,0,0,0,0.263,20.0,승인,0
T001455,U0312,2026-04-05 22:02:00,2026-04-05,22,6,965000,송금,해외결제,iOS,경기,0,0,2,0.027,8.9,보류,0
T001456,U0319,2026-02-04 10:31:00,2026-02-04,10,2,288500,해외결제,신용카드,iOS,해외,0,1,0,0.433,39.6,승인,0
T001457,U0101,2026-05-26 07:52:00,2026-05-26,7,1,629600,대출상환,체크카드,iOS,경기,0,0,0,0.165,8.7,승인,0
T001458,U0307,2026-02-17 18:04:00,2026-02-17,18,1,60200,카페,체크카드,iOS,서울,0,0,1,0.108,13.9,승인,0
T001459,U0116,2026-02-02 14:22:00,2026-02-02,14,0,115200,온라인쇼핑,신용카드,Android,대전,1,0,2,0.173,32.4,승인,0
T001460,U0265,2026-05-25 06:00:00,2026-05-25,6,0,40400,온라인쇼핑,신용카드,iOS,대구,0,0,0,0.103,8.9,승인,0
T001461,U0092,2026-03-24 09:53:00,2026-03-24,9,1,264000,교육,해외결제,Android,광주,0,0,0,0.124,16.0,승인,0
T001462,U0318,2026-05-24 10:43:00,2026-05-24,10,6,384600,온라인쇼핑,신용카드,Android,해외,0,0,0,0.076,2.7,보류,0
T001463,U0371,2026-01-12 13:10:00,2026-01-12,13,0,78000,구독,해외결제,ATM,해외,0,0,0,0.241,14.6,승인,0
T001464,U0150,2026-02-07 10:50:00,2026-02-07,10,5,418900,병원,신용카드,Web,대전,0,0,1,0.179,11.6,승인,0
T001465,U0056,2026-01-14 15:15:00,2026-01-14,15,2,61500,병원,계좌이체,iOS,해외,0,0,0,0.152,15.8,승인,0
T001466,U0057,2026-01-13 14:02:00,2026-01-13,14,1,144700,카페,해외결제,iOS,서울,0,0,1,0.29,13.9,승인,0
T001467,U0026,2026-04-03 09:20:00,2026-04-03,9,4,286000,송금,체크카드,Web,해외,0,0,0,0.376,24.1,승인,0
T001468,U0211,2026-01-03 05:19:00,2026-01-03,5,5,481300,해외결제,계좌이체,ATM,해외,0,1,0,0.565,63.5,승인,0
T001469,U0009,2026-04-17 06:02:00,2026-04-17,6,4,120300,온라인쇼핑,체크카드,iOS,대전,0,0,0,0.399,16.6,승인,0
T001470,U0068,2026-05-08 01:58:00,2026-05-08,1,4,147700,편의점,해외결제,ATM,대전,0,0,0,0.189,29.9,승인,0
T001471,U0369,2026-04-23 20:56:00,2026-04-23,20,3,39100,카페,체크카드,Web,해외,0,1,0,0.145,33.6,승인,0
T001472,U0151,2026-01-26 12:29:00,2026-01-26,12,0,68900,교통,체크카드,Android,부산,0,0,0,0.315,16.5,승인,0
T001473,U0143,2026-01-02 12:00:00,2026-01-02,12,4,147600,카페,간편결제,ATM,경기,0,0,0,0.206,15.6,승인,0
T001474,U0134,2026-05-14 21:46:00,2026-05-14,21,3,74800,구독,계좌이체,iOS,경기,0,0,0,0.119,11.0,승인,0
T001475,U0298,2026-03-21 12:45:00,2026-03-21,12,5,198800,대출상환,간편결제,ATM,서울,0,0,0,0.248,17.8,승인,0
T001476,U0113,2026-01-17 00:45:00,2026-01-17,0,5,63300,편의점,간편결제,ATM,해외,1,0,5,0.165,61.9,승인,0
T001477,U0399,2026-01-12 10:03:00,2026-01-12,10,0,48100,편의점,계좌이체,iOS,해외,0,0,0,0.279,14.8,승인,0
T001478,U0109,2026-05-26 16:47:00,2026-05-26,16,1,111100,투자,체크카드,Web,광주,0,0,0,0.212,8.3,승인,0
T001479,U0253,2026-02-28 13:05:00,2026-02-28,13,5,53200,온라인쇼핑,체크카드,ATM,부산,0,0,0,0.152,11.0,승인,0
T001480,U0034,2026-04-20 23:49:00,2026-04-20,23,0,33400,구독,신용카드,iOS,광주,0,0,0,0.261,17.4,승인,0
T001481,U0138,2026-02-04 05:58:00,2026-02-04,5,2,106200,대출상환,체크카드,Android,대구,0,0,2,0.279,35.5,승인,0
T001482,U0361,2026-03-02 19:17:00,2026-03-02,19,0,117800,송금,간편결제,Web,경기,0,0,0,0.341,20.1,승인,0
T001483,U0357,2026-05-21 19:36:00,2026-05-21,19,3,154800,병원,계좌이체,Android,광주,0,0,0,0.137,12.2,승인,0
T001484,U0131,2026-01-20 09:46:00,2026-01-20,9,1,587700,해외결제,계좌이체,ATM,해외,0,1,0,0.289,44.9,승인,0
T001485,U0127,2026-03-09 13:07:00,2026-03-09,13,0,430400,송금,계좌이체,Android,부산,1,0,1,0.551,39.2,승인,0
T001486,U0162,2026-05-22 17:57:00,2026-05-22,17,4,34400,교육,신용카드,Android,해외,0,0,0,0.071,4.2,승인,0
T001487,U0093,2026-04-09 17:35:00,2026-04-09,17,3,329600,편의점,해외결제,ATM,대구,1,0,2,0.106,29.9,승인,0
T001488,U0214,2026-05-29 08:13:00,2026-05-29,8,4,195600,구독,신용카드,ATM,해외,0,0,0,0.251,12.0,승인,0
T001489,U0238,2026-01-23 12:30:00,2026-01-23,12,4,83600,교육,신용카드,iOS,광주,0,0,0,0.365,24.7,승인,0
T001490,U0260,2026-03-24 21:12:00,2026-03-24,21,1,73500,교통,신용카드,Web,대구,0,0,0,0.109,10.1,승인,0
T001491,U0301,2026-04-04 11:46:00,2026-04-04,11,5,26400,구독,간편결제,Android,대구,0,0,2,0.139,8.2,승인,0
T001492,U0049,2026-05-11 01:12:00,2026-05-11,1,0,523300,투자,체크카드,iOS,광주,1,0,0,0.185,47.0,승인,0
T001493,U0276,2026-03-24 11:31:00,2026-03-24,11,1,58500,교육,신용카드,iOS,경기,0,0,0,0.16,12.1,승인,0
T001494,U0300,2026-05-11 15:22:00,2026-05-11,15,0,238300,카페,체크카드,ATM,대전,0,0,0,0.383,19.2,승인,0
T001495,U0341,2026-02-09 11:03:00,2026-02-09,11,0,130700,카페,체크카드,Android,서울,0,0,0,0.239,17.1,승인,0
T001496,U0328,2026-01-25 08:57:00,2026-01-25,8,6,710300,송금,신용카드,Android,해외,0,0,0,0.029,4.6,승인,0
T001497,U0135,2026-04-15 10:29:00,2026-04-15,10,2,113000,교육,계좌이체,iOS,부산,1,0,0,0.27,30.1,승인,0
T001498,U0228,2026-05-05 10:53:00,2026-05-05,10,1,81200,구독,간편결제,Android,서울,0,0,0,0.103,5.7,승인,0
T001499,U0162,2026-04-20 14:21:00,2026-04-20,14,0,123800,카페,해외결제,Android,해외,0,1,0,0.146,32.0,승인,0
T001500,U0071,2026-04-07 23:11:00,2026-04-07,23,1,1923300,대출상환,계좌이체,iOS,해외,0,0,0,0.262,33.0,추가인증,0
T001501,U0074,2026-04-28 00:48:00,2026-04-28,0,1,33700,온라인쇼핑,신용카드,Web,경기,0,0,1,0.026,24.3,추가인증,0
T001502,U0235,2026-01-03 09:09:00,2026-01-03,9,5,159400,카페,체크카드,Android,해외,0,0,0,0.51,22.1,승인,0
T001503,U0053,2026-01-02 01:05:00,2026-01-02,1,4,59000,온라인쇼핑,계좌이체,Android,서울,0,0,0,0.124,29.9,승인,0
T001504,U0168,2026-04-19 05:50:00,2026-04-19,5,6,166800,구독,간편결제,ATM,경기,0,0,0,0.135,26.2,승인,0
T001505,U0067,2026-03-15 09:51:00,2026-03-15,9,6,24900,온라인쇼핑,체크카드,ATM,부산,0,0,0,0.49,24.5,승인,0
T001506,U0075,2026-01-23 14:59:00,2026-01-23,14,4,236300,대출상환,간편결제,Web,광주,1,0,0,0.179,24.0,추가인증,0
