login_id,user_id,login_time,ip_addr,device_id,os_version,country,login_success,is_attack_ip,is_account_takeover
L003840,U0352,2026-03-07 18:52:00,121.152.24.188,DEV-0352-0,Android 14,KR,1,0,0
L003841,U0377,2026-03-07 18:52:00,121.122.6.3,DEV-0377-0,Windows 11,KR,1,0,0
L003842,U0189,2026-03-07 19:33:00,211.193.37.34,DEV-0189-0,macOS 14,KR,1,0,0
L003843,U0136,2026-03-07 20:29:00,211.117.225.171,DEV-0136-new,iOS 16.6,KR,1,0,0
L003844,U0092,2026-03-07 20:32:00,211.151.46.57,DEV-0092-0,iOS 17.4,KR,1,0,0
L003845,U0364,2026-03-07 20:57:00,211.221.125.101,DEV-0364-0,Android 13,KR,1,0,0
L003846,U0133,2026-03-07 21:28:00,211.70.15.38,DEV-0133-0,Android 13,KR,1,0,0
L003847,U0173,2026-03-07 21:43:00,211.74.144.20,DEV-0173-0,iOS 17.4,KR,1,0,0
L003848,U0071,2026-03-07 22:17:00,211.251.214.174,DEV-0071-1,iOS 17.4,KR,1,0,0
L003849,U0331,2026-03-07 22:19:00,121.56.200.100,DEV-0331-0,Android 13,KR,1,0,0
L003850,U0368,2026-03-07 22:44:00,121.92.156.115,DEV-0368-0,Android 14,KR,1,0,0
L003851,U0158,2026-03-08 00:09:00,45.86.246.222,BOT-1005,iOS 17.4,해외,0,1,0
L003852,U0152,2026-03-08 02:11:00,211.80.26.238,DEV-0152-0,Windows 11,KR,1,0,0
L003853,U0383,2026-03-08 03:14:00,45.220.28.72,BOT-6543,macOS 14,해외,0,1,0
L003854,U0087,2026-03-08 03:38:00,211.132.72.101,DEV-0087-1,Windows 11,KR,1,0,0
L003855,U0099,2026-03-08 05:16:00,211.27.234.13,DEV-0099-1,iOS 16.6,KR,1,0,0
L003856,U0210,2026-03-08 07:17:00,121.161.211.13,DEV-0210-0,Windows 11,KR,1,0,0
L003857,U0270,2026-03-08 08:28:00,211.228.228.128,DEV-0270-0,Android 14,KR,1,0,0
L003858,U0251,2026-03-08 08:37:00,121.31.185.2,DEV-0251-0,Android 13,KR,1,0,0
L003859,U0034,2026-03-08 08:37:00,121.56.200.100,DEV-0034-0,macOS 14,KR,1,0,0
L003860,U0136,2026-03-08 08:45:00,211.117.225.171,DEV-0136-0,iOS 16.6,KR,1,0,0
L003861,U0022,2026-03-08 08:46:00,211.66.55.207,DEV-0022-0,iOS 17.4,KR,0,0,0
L003862,U0120,2026-03-08 08:56:00,211.93.255.23,DEV-0120-0,iOS 16.6,KR,1,0,0
L003863,U0358,2026-03-08 09:14:00,211.34.202.146,DEV-0358-0,Android 14,KR,1,0,0
L003864,U0362,2026-03-08 10:17:00,211.230.238.165,DEV-0362-0,Android 13,KR,1,0,0
L003865,U0025,2026-03-08 10:33:00,121.152.24.188,DEV-0025-0,Windows 11,KR,1,0,0
L003866,U0186,2026-03-08 10:36:00,211.189.250.1,DEV-0186-1,Windows 11,KR,1,0,0
L003867,U0012,2026-03-08 11:04:00,211.14.174.140,DEV-0012-0,Android 13,KR,1,0,0
L003868,U0393,2026-03-08 11:06:00,211.32.253.25,DEV-0393-0,Android 14,KR,1,0,0
L003869,U0058,2026-03-08 11:18:00,211.218.209.102,DEV-0058-0,iOS 17.4,KR,1,0,0
L003870,U0148,2026-03-08 12:11:00,211.92.10.142,DEV-0148-0,macOS 14,KR,1,0,0
L003871,U0059,2026-03-08 12:32:00,121.231.194.102,DEV-0059-0,Android 13,KR,0,0,0
L003872,U0400,2026-03-08 12:38:00,211.139.135.36,DEV-0400-1,iOS 16.6,KR,0,0,0
L003873,U0142,2026-03-08 12:42:00,211.84.199.241,DEV-0142-0,Android 14,KR,1,0,0
L003874,U0077,2026-03-08 12:48:00,211.186.126.228,DEV-0077-0,Windows 11,KR,1,0,0
L003875,U0007,2026-03-08 12:57:00,211.121.39.96,DEV-0007-new,iOS 17.4,KR,1,0,0
L003876,U0295,2026-03-08 13:22:00,45.218.107.26,BOT-6052,iOS 17.4,KR,1,1,1
L003877,U0087,2026-03-08 13:30:00,211.132.72.101,DEV-0087-0,iOS 17.4,KR,1,0,0
L003878,U0104,2026-03-08 14:03:00,211.80.179.35,DEV-0104-0,macOS 14,KR,1,0,0
L003879,U0109,2026-03-08 14:04:00,211.7.184.60,DEV-0109-1,macOS 14,KR,1,0,0
L003880,U0141,2026-03-08 14:06:00,211.124.112.152,DEV-0141-0,iOS 16.6,KR,1,0,0
L003881,U0098,2026-03-08 14:12:00,121.178.133.152,DEV-0098-0,Android 13,해외,1,0,0
L003882,U0339,2026-03-08 15:38:00,211.114.72.130,DEV-0339-0,iOS 17.4,KR,1,0,0
L003883,U0251,2026-03-08 16:05:00,121.31.185.2,DEV-0251-1,macOS 14,KR,1,0,0
L003884,U0347,2026-03-08 17:07:00,211.100.33.249,DEV-0347-0,iOS 16.6,KR,1,0,0
L003885,U0352,2026-03-08 17:35:00,211.37.147.36,DEV-0352-0,Android 14,KR,1,0,0
L003886,U0025,2026-03-08 17:35:00,211.179.6.24,DEV-0025-0,Windows 11,KR,1,0,0
L003887,U0167,2026-03-08 17:55:00,211.247.91.194,DEV-0167-0,Android 14,KR,1,0,0
L003888,U0110,2026-03-08 18:16:00,211.95.87.58,DEV-0110-0,macOS 14,KR,1,0,0
L003889,U0242,2026-03-08 18:25:00,211.117.93.229,DEV-0242-0,iOS 17.4,KR,1,0,0
L003890,U0357,2026-03-08 18:34:00,121.85.48.66,DEV-0357-0,Windows 11,KR,1,0,0
L003891,U0361,2026-03-08 19:00:00,211.31.144.135,DEV-0361-0,iOS 16.6,KR,1,0,0
L003892,U0113,2026-03-08 19:59:00,211.114.151.148,DEV-0113-0,Android 13,KR,1,0,0
L003893,U0314,2026-03-08 20:05:00,211.247.187.135,DEV-0314-0,iOS 17.4,KR,1,0,0
L003894,U0380,2026-03-08 20:08:00,211.128.153.189,DEV-0380-0,macOS 14,KR,1,0,0
L003895,U0037,2026-03-08 20:21:00,211.29.65.135,DEV-0037-0,Android 14,KR,1,0,0
L003896,U0353,2026-03-08 20:45:00,211.18.167.219,DEV-0353-0,iOS 16.6,KR,1,0,0
L003897,U0383,2026-03-08 21:29:00,211.230.50.152,DEV-0383-0,iOS 16.6,KR,1,0,0
L003898,U0140,2026-03-08 21:33:00,211.80.146.56,DEV-0140-0,macOS 14,KR,1,0,0
L003899,U0254,2026-03-08 21:41:00,211.209.22.145,DEV-0254-0,Android 14,KR,1,0,0
L003900,U0304,2026-03-08 21:50:00,211.100.128.168,DEV-0304-0,Windows 11,KR,1,0,0
L003901,U0393,2026-03-08 21:57:00,121.152.24.188,DEV-0393-0,Android 14,KR,1,0,0
L003902,U0359,2026-03-08 22:22:00,211.111.204.225,DEV-0359-1,macOS 14,KR,1,0,0
L003903,U0168,2026-03-08 22:23:00,211.30.41.140,DEV-0168-0,Android 13,해외,1,0,0
L003904,U0371,2026-03-08 22:58:00,211.102.255.200,DEV-0371-0,macOS 14,KR,1,0,0
L003905,U0323,2026-03-09 01:24:00,45.86.246.222,BOT-6475,iOS 16.6,해외,0,1,0
L003906,U0158,2026-03-09 04:20:00,45.86.246.222,BOT-8101,Windows 11,해외,0,1,0
L003907,U0250,2026-03-09 06:32:00,211.165.198.108,DEV-0250-0,macOS 14,KR,1,0,0
L003908,U0375,2026-03-09 07:08:00,211.215.101.171,DEV-0375-0,iOS 16.6,KR,1,0,0
L003909,U0158,2026-03-09 07:22:00,45.86.246.222,BOT-9339,iOS 16.6,해외,0,1,0
L003910,U0130,2026-03-09 08:05:00,211.86.189.43,DEV-0130-0,iOS 17.4,KR,1,0,0
L003911,U0365,2026-03-09 08:11:00,211.31.129.7,DEV-0365-0,Android 14,KR,1,0,0
L003912,U0163,2026-03-09 08:41:00,211.59.15.230,DEV-0163-0,iOS 16.6,KR,1,0,0
L003913,U0268,2026-03-09 08:50:00,211.165.56.152,DEV-0268-0,Windows 11,KR,1,0,0
L003914,U0132,2026-03-09 08:51:00,211.130.183.135,DEV-0132-0,Android 13,KR,1,0,0
L003915,U0195,2026-03-09 09:27:00,211.240.215.210,DEV-0195-0,iOS 16.6,KR,1,0,0
L003916,U0301,2026-03-09 09:32:00,211.175.255.163,DEV-0301-0,Windows 11,KR,1,0,0
L003917,U0136,2026-03-09 09:34:00,211.117.225.171,DEV-0136-0,iOS 16.6,KR,1,0,0
L003918,U0229,2026-03-09 09:42:00,121.122.6.3,DEV-0229-0,Android 13,해외,1,0,0
L003919,U0281,2026-03-09 10:17:00,211.202.54.160,DEV-0281-1,Windows 11,KR,1,0,0
L003920,U0367,2026-03-09 10:22:00,211.21.154.116,DEV-0367-0,iOS 16.6,KR,1,0,0
L003921,U0233,2026-03-09 10:26:00,211.245.251.12,DEV-0233-0,iOS 16.6,KR,1,0,0
L003922,U0317,2026-03-09 10:33:00,45.86.246.222,BOT-4820,Android 13,해외,0,1,0
L003923,U0015,2026-03-09 10:47:00,121.176.174.34,DEV-0015-0,Android 14,KR,1,0,0
L003924,U0241,2026-03-09 10:56:00,211.167.24.66,DEV-0241-1,iOS 16.6,KR,1,0,0
L003925,U0150,2026-03-09 11:29:00,211.88.16.69,DEV-0150-0,Windows 11,KR,1,0,0
L003926,U0061,2026-03-09 11:47:00,211.132.224.111,DEV-0061-0,Windows 11,KR,1,0,0
L003927,U0266,2026-03-09 12:09:00,211.85.24.8,DEV-0266-new,Android 13,KR,1,0,0
L003928,U0280,2026-03-09 12:52:00,211.229.148.6,DEV-0280-0,iOS 17.4,KR,1,0,0
L003929,U0100,2026-03-09 12:58:00,211.203.59.65,DEV-0100-0,macOS 14,KR,1,0,0
L003930,U0027,2026-03-09 13:43:00,211.109.150.90,DEV-0027-0,Android 13,KR,1,0,0
L003931,U0254,2026-03-09 14:57:00,121.34.88.241,DEV-0254-0,Android 14,KR,1,0,0
L003932,U0201,2026-03-09 15:43:00,211.130.246.62,DEV-0201-0,iOS 16.6,KR,1,0,0
L003933,U0116,2026-03-09 15:54:00,211.73.102.95,DEV-0116-0,Android 14,KR,1,0,0
L003934,U0269,2026-03-09 16:03:00,211.174.242.193,DEV-0269-1,Android 13,KR,1,0,0
L003935,U0165,2026-03-09 16:31:00,211.142.114.119,DEV-0165-0,Android 13,KR,1,0,0
L003936,U0339,2026-03-09 16:50:00,211.114.72.130,DEV-0339-0,iOS 17.4,KR,1,0,0
L003937,U0312,2026-03-09 17:22:00,211.118.93.113,DEV-0312-0,macOS 14,KR,1,0,0
L003938,U0025,2026-03-09 17:25:00,211.179.6.24,DEV-0025-0,Windows 11,KR,1,0,0
L003939,U0352,2026-03-09 17:33:00,121.152.24.188,DEV-0352-0,Android 14,KR,1,0,0
L003940,U0004,2026-03-09 17:34:00,211.104.190.195,DEV-0004-0,iOS 17.4,KR,1,0,0
L003941,U0049,2026-03-09 17:35:00,211.126.29.197,DEV-0049-1,iOS 16.6,KR,1,0,0
L003942,U0400,2026-03-09 17:50:00,211.139.135.36,DEV-0400-new,macOS 14,KR,1,0,0
L003943,U0395,2026-03-09 18:02:00,211.89.239.141,DEV-0395-0,Android 13,KR,1,0,0
L003944,U0095,2026-03-09 18:53:00,121.49.124.29,DEV-0095-0,Windows 11,KR,1,0,0
L003945,U0189,2026-03-09 19:31:00,211.193.37.34,DEV-0189-0,macOS 14,KR,1,0,0
L003946,U0056,2026-03-09 19:54:00,211.88.95.119,DEV-0056-0,Android 13,KR,1,0,0
L003947,U0013,2026-03-09 20:25:00,211.221.114.144,DEV-0013-0,macOS 14,KR,1,0,0
L003948,U0001,2026-03-09 21:36:00,211.147.119.132,DEV-0001-0,iOS 16.6,KR,1,0,0
L003949,U0362,2026-03-09 21:45:00,211.230.238.165,DEV-0362-0,Android 13,KR,1,0,0
L003950,U0180,2026-03-09 22:01:00,211.150.80.70,DEV-0180-0,iOS 17.4,KR,1,0,0
L003951,U0003,2026-03-09 22:07:00,211.29.47.21,DEV-0003-0,iOS 16.6,KR,1,0,0
L003952,U0391,2026-03-09 22:59:00,121.153.14.30,DEV-0391-0,iOS 16.6,KR,1,0,0
L003953,U0348,2026-03-09 23:09:00,45.236.106.76,BOT-8551,macOS 14,해외,0,1,0
L003954,U0018,2026-03-09 23:28:00,211.160.58.43,DEV-0018-0,macOS 14,KR,1,0,0
L003955,U0198,2026-03-10 02:00:00,211.9.39.161,DEV-0198-0,Windows 11,KR,1,0,0
L003956,U0030,2026-03-10 02:46:00,211.163.55.170,DEV-0030-0,Android 13,KR,1,0,0
L003957,U0111,2026-03-10 02:51:00,211.183.109.113,DEV-0111-0,iOS 17.4,KR,1,0,0
L003958,U0241,2026-03-10 03:30:00,45.236.106.76,BOT-3158,iOS 16.6,해외,0,1,0
L003959,U0122,2026-03-10 03:54:00,121.153.14.30,DEV-0122-0,Android 14,KR,1,0,0
L003960,U0369,2026-03-10 04:16:00,211.31.85.105,DEV-0369-0,Windows 11,KR,1,0,0
L003961,U0301,2026-03-10 06:01:00,211.175.255.163,DEV-0301-0,Windows 11,KR,1,0,0
L003962,U0078,2026-03-10 06:05:00,211.134.218.99,DEV-0078-0,Android 14,KR,1,0,0
L003963,U0008,2026-03-10 06:22:00,211.44.47.37,DEV-0008-0,Windows 11,KR,1,0,0
L003964,U0282,2026-03-10 06:32:00,211.108.122.104,DEV-0282-0,iOS 16.6,KR,1,0,0
L003965,U0187,2026-03-10 06:47:00,211.62.206.175,DEV-0187-0,Android 14,KR,1,0,0
L003966,U0260,2026-03-10 06:54:00,211.4.249.43,DEV-0260-0,Android 13,KR,1,0,0
L003967,U0036,2026-03-10 06:56:00,211.52.227.102,DEV-0036-0,iOS 16.6,KR,1,0,0
L003968,U0366,2026-03-10 07:47:00,45.5.155.140,BOT-3656,iOS 16.6,해외,0,1,0
L003969,U0049,2026-03-10 08:12:00,211.126.29.197,DEV-0049-1,iOS 16.6,KR,1,0,0
L003970,U0018,2026-03-10 08:14:00,45.5.155.140,BOT-1913,Windows 11,해외,0,1,0
L003971,U0314,2026-03-10 08:19:00,211.247.187.135,DEV-0314-0,iOS 17.4,KR,1,0,0
L003972,U0205,2026-03-10 08:58:00,211.43.202.219,DEV-0205-1,macOS 14,KR,1,0,0
L003973,U0187,2026-03-10 09:12:00,211.62.206.175,DEV-0187-0,Android 14,KR,1,0,0
L003974,U0376,2026-03-10 09:38:00,45.109.88.195,BOT-1008,Android 13,해외,0,1,0
L003975,U0258,2026-03-10 09:49:00,211.211.239.132,DEV-0258-1,Windows 11,KR,1,0,0
L003976,U0373,2026-03-10 09:56:00,211.32.178.93,DEV-0373-0,macOS 14,KR,1,0,0
L003977,U0001,2026-03-10 10:28:00,211.147.119.132,DEV-0001-0,iOS 16.6,KR,1,0,0
L003978,U0270,2026-03-10 10:29:00,211.228.228.128,DEV-0270-0,Android 14,KR,1,0,0
L003979,U0006,2026-03-10 10:49:00,121.92.156.115,DEV-0006-0,iOS 16.6,KR,1,0,0
L003980,U0336,2026-03-10 11:21:00,211.56.80.229,DEV-0336-0,Android 14,KR,1,0,0
L003981,U0205,2026-03-10 11:39:00,211.43.202.219,DEV-0205-1,macOS 14,KR,1,0,0
L003982,U0198,2026-03-10 11:50:00,211.9.39.161,DEV-0198-new,iOS 17.4,KR,1,0,0
L003983,U0118,2026-03-10 12:32:00,211.167.100.142,DEV-0118-0,iOS 16.6,KR,1,0,0
L003984,U0251,2026-03-10 12:35:00,211.176.18.50,DEV-0251-0,Android 13,KR,1,0,0
L003985,U0058,2026-03-10 12:57:00,211.218.209.102,DEV-0058-0,iOS 17.4,KR,1,0,0
L003986,U0138,2026-03-10 13:07:00,45.5.155.140,BOT-8230,Android 13,해외,0,1,0
L003987,U0124,2026-03-10 13:22:00,211.240.165.168,DEV-0124-0,Android 13,KR,1,0,0
L003988,U0204,2026-03-10 13:36:00,45.5.155.140,BOT-5222,iOS 16.6,해외,0,1,0
L003989,U0112,2026-03-10 13:59:00,211.53.8.30,DEV-0112-0,macOS 14,KR,1,0,0
L003990,U0241,2026-03-10 14:03:00,45.236.106.76,BOT-5825,iOS 17.4,해외,0,1,0
L003991,U0010,2026-03-10 14:30:00,121.152.24.188,DEV-0010-1,Android 13,KR,1,0,0
L003992,U0391,2026-03-10 14:33:00,211.103.16.13,DEV-0391-0,iOS 16.6,KR,1,0,0
L003993,U0011,2026-03-10 14:36:00,45.25.152.238,BOT-1772,iOS 17.4,해외,0,1,0
L003994,U0113,2026-03-10 15:18:00,211.114.151.148,DEV-0113-new,iOS 17.4,KR,1,0,0
L003995,U0273,2026-03-10 15:31:00,211.104.105.67,DEV-0273-1,macOS 14,KR,1,0,0
L003996,U0193,2026-03-10 15:51:00,211.152.66.90,DEV-0193-0,Android 14,KR,1,0,0
L003997,U0233,2026-03-10 16:01:00,121.161.211.13,DEV-0233-0,iOS 16.6,KR,1,0,0
L003998,U0202,2026-03-10 16:14:00,211.193.191.77,DEV-0202-0,Android 13,KR,1,0,0
L003999,U0063,2026-03-10 16:38:00,45.5.155.140,BOT-7746,iOS 17.4,해외,0,1,0
L004000,U0013,2026-03-10 16:50:00,211.221.114.144,DEV-0013-0,macOS 14,KR,1,0,0
L004001,U0156,2026-03-10 17:07:00,211.233.79.160,DEV-0156-0,Android 14,KR,1,0,0
L004002,U0011,2026-03-10 17:23:00,45.25.152.238,BOT-3231,iOS 17.4,해외,0,1,0
L004003,U0295,2026-03-10 17:26:00,211.133.19.152,DEV-0295-0,iOS 16.6,KR,1,0,0
L004004,U0063,2026-03-10 17:30:00,45.5.155.140,BOT-7841,iOS 16.6,해외,0,1,0
L004005,U0167,2026-03-10 17:37:00,211.247.91.194,DEV-0167-0,Android 14,KR,1,0,0
L004006,U0160,2026-03-10 18:28:00,45.169.117.22,BOT-7906,macOS 14,해외,0,1,0
L004007,U0089,2026-03-10 19:11:00,211.251.21.154,DEV-0089-1,Android 14,KR,1,0,0
L004008,U0045,2026-03-10 19:16:00,45.169.117.22,BOT-7968,Android 13,해외,0,1,0
L004009,U0363,2026-03-10 19:25:00,121.161.211.13,DEV-0363-0,macOS 14,KR,1,0,0
L004010,U0151,2026-03-10 20:07:00,211.40.134.41,DEV-0151-0,Windows 11,KR,1,0,0
L004011,U0243,2026-03-10 20:18:00,211.64.0.21,DEV-0243-1,Android 13,KR,1,0,0
L004012,U0371,2026-03-10 20:30:00,211.102.255.200,DEV-0371-new,Android 14,KR,0,0,0
L004013,U0001,2026-03-10 20:31:00,211.147.119.132,DEV-0001-0,iOS 16.6,KR,1,0,0
L004014,U0170,2026-03-10 20:31:00,211.154.120.60,DEV-0170-new,macOS 14,KR,1,0,0
L004015,U0384,2026-03-10 20:40:00,211.55.193.244,DEV-0384-0,macOS 14,KR,1,0,0
L004016,U0150,2026-03-10 20:55:00,121.176.174.34,DEV-0150-0,Windows 11,KR,1,0,0
L004017,U0127,2026-03-10 21:13:00,211.79.10.229,DEV-0127-0,iOS 16.6,KR,1,0,0
L004018,U0378,2026-03-10 21:17:00,121.153.14.30,DEV-0378-0,Android 13,KR,1,0,0
L004019,U0326,2026-03-10 21:29:00,121.112.48.180,DEV-0326-1,iOS 17.4,KR,1,0,0
L004020,U0082,2026-03-10 21:38:00,121.139.249.236,DEV-0082-0,Windows 11,KR,1,0,0
L004021,U0320,2026-03-10 21:42:00,45.63.152.234,BOT-3766,Android 13,해외,0,1,0
L004022,U0010,2026-03-10 22:01:00,211.91.166.133,DEV-0010-0,Android 14,KR,1,0,0
L004023,U0217,2026-03-10 22:01:00,121.231.194.102,DEV-0217-0,macOS 14,KR,1,0,0
L004024,U0166,2026-03-10 22:26:00,211.95.36.22,DEV-0166-new,Windows 11,KR,1,0,0
L004025,U0233,2026-03-10 22:53:00,121.178.133.152,DEV-0233-0,iOS 16.6,KR,1,0,0
L004026,U0323,2026-03-10 23:39:00,211.226.100.39,DEV-0323-0,macOS 14,KR,1,0,0
L004027,U0385,2026-03-10 23:48:00,211.209.199.100,DEV-0385-new,iOS 16.6,KR,1,0,0
L004028,U0138,2026-03-11 00:23:00,45.5.155.140,BOT-6724,Android 14,해외,0,1,0
L004029,U0376,2026-03-11 00:43:00,45.109.88.195,BOT-9845,Windows 11,해외,0,1,0
L004030,U0111,2026-03-11 01:16:00,45.109.88.195,BOT-6686,macOS 14,해외,0,1,0
L004031,U0103,2026-03-11 02:50:00,211.230.235.29,DEV-0103-0,macOS 14,KR,1,0,0
L004032,U0045,2026-03-11 04:20:00,45.169.117.22,BOT-8404,macOS 14,해외,0,1,0
L004033,U0111,2026-03-11 04:33:00,45.109.88.195,BOT-2461,Windows 11,해외,0,1,0
L004034,U0030,2026-03-11 04:34:00,45.5.23.96,BOT-4136,macOS 14,해외,0,1,0
L004035,U0157,2026-03-11 04:37:00,45.5.23.96,BOT-4923,Windows 11,해외,0,1,0
L004036,U0139,2026-03-11 04:51:00,45.5.155.140,BOT-7837,iOS 16.6,해외,0,1,0
L004037,U0186,2026-03-11 06:07:00,121.211.200.110,DEV-0186-0,Android 14,KR,1,0,0
L004038,U0314,2026-03-11 06:15:00,211.247.187.135,DEV-0314-0,iOS 17.4,KR,1,0,0
L004039,U0112,2026-03-11 06:20:00,211.53.8.30,DEV-0112-0,macOS 14,KR,1,0,0
L004040,U0396,2026-03-11 06:50:00,121.146.18.104,DEV-0396-0,Android 13,KR,1,0,0
L004041,U0321,2026-03-11 07:34:00,45.5.23.96,BOT-5405,Android 13,해외,0,1,0
L004042,U0233,2026-03-11 08:15:00,211.245.251.12,DEV-0233-0,iOS 16.6,KR,1,0,0
L004043,U0383,2026-03-11 08:23:00,211.230.50.152,DEV-0383-0,iOS 16.6,KR,1,0,0
L004044,U0350,2026-03-11 08:31:00,211.138.192.119,DEV-0350-0,iOS 16.6,KR,0,0,0
L004045,U0320,2026-03-11 08:35:00,45.63.152.234,BOT-9691,macOS 14,해외,0,1,0
L004046,U0231,2026-03-11 09:07:00,211.13.86.189,DEV-0231-0,Android 13,KR,1,0,0
L004047,U0164,2026-03-11 09:08:00,45.25.152.238,BOT-8954,Windows 11,해외,0,1,0
L004048,U0303,2026-03-11 09:22:00,45.5.155.140,BOT-9556,Windows 11,해외,0,1,0
L004049,U0381,2026-03-11 09:59:00,211.247.114.152,DEV-0381-0,Windows 11,KR,0,0,0
L004050,U0375,2026-03-11 09:59:00,211.215.101.171,DEV-0375-0,iOS 16.6,KR,1,0,0
L004051,U0006,2026-03-11 10:03:00,211.155.80.72,DEV-0006-0,iOS 16.6,KR,1,0,0
L004052,U0098,2026-03-11 10:40:00,211.219.115.78,DEV-0098-0,Android 13,KR,1,0,0
L004053,U0286,2026-03-11 11:00:00,121.176.174.34,DEV-0286-0,iOS 17.4,KR,1,0,0
L004054,U0061,2026-03-11 11:34:00,45.63.152.234,BOT-2568,Windows 11,해외,0,1,0
L004055,U0158,2026-03-11 11:52:00,211.106.140.132,DEV-0158-new,Windows 11,KR,1,0,0
L004056,U0013,2026-03-11 11:56:00,45.5.155.140,BOT-2591,iOS 16.6,해외,0,1,0
L004057,U0051,2026-03-11 12:06:00,211.193.19.236,DEV-0051-0,Windows 11,KR,1,0,0
L004058,U0013,2026-03-11 12:18:00,45.5.155.140,BOT-7724,Android 14,해외,0,1,0
L004059,U0138,2026-03-11 13:11:00,45.5.155.140,BOT-2701,iOS 16.6,해외,0,1,0
L004060,U0319,2026-03-11 13:23:00,211.146.113.80,DEV-0319-0,iOS 16.6,KR,1,0,0
L004061,U0018,2026-03-11 13:30:00,45.5.155.140,BOT-9474,Android 13,해외,0,1,0
L004062,U0157,2026-03-11 13:30:00,45.5.23.96,BOT-4786,iOS 17.4,해외,0,1,0
L004063,U0361,2026-03-11 13:37:00,211.31.144.135,DEV-0361-0,iOS 16.6,KR,1,0,0
L004064,U0181,2026-03-11 14:09:00,121.200.122.73,DEV-0181-0,Android 13,KR,1,0,0
L004065,U0224,2026-03-11 14:22:00,211.26.107.148,DEV-0224-0,Android 13,KR,1,0,0
L004066,U0258,2026-03-11 14:28:00,211.211.239.132,DEV-0258-1,Windows 11,KR,1,0,0
L004067,U0139,2026-03-11 14:36:00,45.5.155.140,BOT-8631,Windows 11,해외,0,1,0
L004068,U0394,2026-03-11 14:52:00,211.62.21.96,DEV-0394-0,iOS 17.4,KR,1,0,0
L004069,U0073,2026-03-11 15:07:00,211.222.104.159,DEV-0073-0,iOS 17.4,KR,1,0,0
L004070,U0052,2026-03-11 15:20:00,121.139.249.236,DEV-0052-0,iOS 17.4,KR,1,0,0
L004071,U0069,2026-03-11 16:01:00,211.230.200.52,DEV-0069-0,iOS 17.4,KR,1,0,0
L004072,U0064,2026-03-11 16:07:00,211.6.212.190,DEV-0064-0,Windows 11,KR,1,0,0
L004073,U0107,2026-03-11 16:25:00,45.63.152.234,BOT-5100,Android 14,해외,0,1,0
L004074,U0296,2026-03-11 16:40:00,45.126.55.2,BOT-7110,Android 14,해외,0,1,0
L004075,U0351,2026-03-11 16:41:00,211.164.168.174,DEV-0351-0,Android 13,KR,1,0,0
L004076,U0030,2026-03-11 16:44:00,45.5.23.96,BOT-1349,iOS 16.6,해외,0,1,0
L004077,U0195,2026-03-11 17:33:00,211.240.215.210,DEV-0195-0,iOS 16.6,KR,1,0,0
L004078,U0395,2026-03-11 17:40:00,211.89.239.141,DEV-0395-0,Android 13,KR,1,0,0
L004079,U0124,2026-03-11 17:48:00,211.240.165.168,DEV-0124-0,Android 13,KR,1,0,0
L004080,U0242,2026-03-11 18:12:00,211.117.93.229,DEV-0242-0,iOS 17.4,KR,1,0,0
L004081,U0296,2026-03-11 18:15:00,45.126.55.2,BOT-5228,iOS 17.4,해외,0,1,0
L004082,U0113,2026-03-11 18:30:00,211.114.151.148,DEV-0113-0,Android 13,KR,1,0,0
L004083,U0107,2026-03-11 18:41:00,45.63.152.234,BOT-9190,Windows 11,해외,0,1,0
L004084,U0366,2026-03-11 18:53:00,45.5.155.140,BOT-8203,Windows 11,해외,0,1,0
L004085,U0159,2026-03-11 19:47:00,211.139.8.212,DEV-0159-1,Android 13,KR,1,0,0
L004086,U0169,2026-03-11 20:04:00,211.230.203.128,DEV-0169-0,Windows 11,KR,1,0,0
L004087,U0065,2026-03-11 20:15:00,211.220.232.30,DEV-0065-0,iOS 16.6,KR,1,0,0
L004088,U0320,2026-03-11 20:28:00,45.63.152.234,BOT-7548,iOS 16.6,해외,0,1,0
L004089,U0063,2026-03-11 20:51:00,45.5.155.140,BOT-1964,Android 13,해외,0,1,0
L004090,U0160,2026-03-11 20:57:00,45.169.117.22,BOT-2762,Android 13,해외,0,1,0
L004091,U0273,2026-03-11 21:00:00,211.104.105.67,DEV-0273-0,iOS 16.6,KR,1,0,0
L004092,U0381,2026-03-11 22:23:00,45.5.155.140,BOT-4857,iOS 16.6,해외,0,1,0
L004093,U0030,2026-03-11 22:38:00,45.5.23.96,BOT-1475,iOS 17.4,해외,0,1,0
L004094,U0366,2026-03-11 22:42:00,45.5.155.140,BOT-6772,iOS 17.4,해외,0,1,0
L004095,U0391,2026-03-11 22:58:00,211.103.16.13,DEV-0391-0,iOS 16.6,KR,1,0,0
L004096,U0176,2026-03-11 23:11:00,211.8.211.16,DEV-0176-0,iOS 16.6,KR,1,0,0
L004097,U0098,2026-03-11 23:34:00,211.219.115.78,DEV-0098-0,Android 13,KR,1,0,0
L004098,U0042,2026-03-11 23:59:00,211.43.218.26,DEV-0042-0,Windows 11,KR,1,0,0
L004099,U0139,2026-03-12 00:00:00,45.5.155.140,BOT-1995,Windows 11,해외,0,1,0
L004100,U0186,2026-03-12 00:24:00,45.63.152.234,BOT-6017,Android 13,해외,0,1,0
L004101,U0321,2026-03-12 01:44:00,45.5.23.96,BOT-7256,Android 13,해외,0,1,0
L004102,U0303,2026-03-12 02:17:00,45.5.155.140,BOT-2565,Windows 11,해외,0,1,0
